timescrape,longitude,latitude,timescrape,longitude,latitude
1506804355,113.572044,22.969441,120.0,0.0,0.0
1506804475,113.572044,22.969441,120.0,0.0,0.0
1506804595,113.572044,22.969441,120.0,0.0,0.0
1506804715,113.572044,22.969441,120.0,0.0,0.0
1506804835,113.572044,22.969441,120.0,0.0,0.0
1506804955,113.572044,22.969441,120.0,0.0,0.0
1506805075,113.572044,22.969441,120.0,0.0,0.0
1506805195,113.572044,22.969441,120.0,0.0,0.0
1506805435,113.572044,22.969441,240.0,0.0,0.0
1506805555,113.572044,22.969441,120.0,0.0,0.0
1506805675,113.572044,22.969441,120.0,0.0,0.0
1506805795,113.572044,22.969441,120.0,0.0,0.0
1506805915,113.572044,22.969441,120.0,0.0,0.0
1506806035,113.572044,22.969441,120.0,0.0,0.0
1506806155,113.572044,22.969441,120.0,0.0,0.0
1506806275,113.572044,22.969441,120.0,0.0,0.0
1506806395,113.572044,22.969441,120.0,0.0,0.0
1506806515,113.572044,22.969441,120.0,0.0,0.0
1506806635,113.572044,22.969441,120.0,0.0,0.0
1506806755,113.572044,22.969441,120.0,0.0,0.0
1506806875,113.572044,22.969441,120.0,0.0,0.0
1506806995,113.572044,22.969441,120.0,0.0,0.0
1506807115,113.572044,22.969441,120.0,0.0,0.0
1506807235,113.572044,22.969441,120.0,0.0,0.0
1506807355,113.572044,22.969441,120.0,0.0,0.0
1506807475,113.572044,22.969441,120.0,0.0,0.0
1506807595,113.572044,22.969441,120.0,0.0,0.0
1506807715,113.572044,22.969441,120.0,0.0,0.0
1506807835,113.572044,22.969441,120.0,0.0,0.0
1506807955,113.572044,22.969441,120.0,0.0,0.0
1506808075,113.572044,22.969441,120.0,0.0,0.0
1506808195,113.572044,22.969441,120.0,0.0,0.0
1506808315,113.572044,22.969441,120.0,0.0,0.0
1506808435,113.572044,22.969441,120.0,0.0,0.0
1506808555,113.572044,22.969441,120.0,0.0,0.0
1506808675,113.572044,22.969441,120.0,0.0,0.0
1506808795,113.572044,22.969441,120.0,0.0,0.0
1506808915,113.572044,22.969441,120.0,0.0,0.0
1506809035,113.572044,22.969441,120.0,0.0,0.0
1506809155,113.572044,22.969441,120.0,0.0,0.0
1506809275,113.572044,22.969441,120.0,0.0,0.0
1506809395,113.572044,22.969441,120.0,0.0,0.0
1506809515,113.572044,22.969441,120.0,0.0,0.0
1506809635,113.572044,22.969441,120.0,0.0,0.0
1506809755,113.572044,22.969441,120.0,0.0,0.0
1506809874,113.572044,22.969441,119.0,0.0,0.0
1506809994,113.572044,22.969441,120.0,0.0,0.0
1506810115,113.572044,22.969441,121.0,0.0,0.0
1506810235,113.572044,22.969441,120.0,0.0,0.0
1506810355,113.572044,22.969441,120.0,0.0,0.0
1506810474,113.572044,22.969441,119.0,0.0,0.0
1506810595,113.572044,22.969441,121.0,0.0,0.0
1506810715,113.572044,22.969441,120.0,0.0,0.0
1506810835,113.572044,22.969441,120.0,0.0,0.0
1506810955,113.572044,22.969441,120.0,0.0,0.0
1506811075,113.572044,22.969441,120.0,0.0,0.0
1506811195,113.572044,22.969441,120.0,0.0,0.0
1506811315,113.572044,22.969441,120.0,0.0,0.0
1506811435,113.572044,22.969441,120.0,0.0,0.0
1506811555,113.572044,22.969441,120.0,0.0,0.0
1506811675,113.572044,22.969441,120.0,0.0,0.0
